unit,s_adj,na_item,geo,time,values
CLV05_MEUR,SCA,P6,AT,2019-04-01,47641.7
CLV05_MEUR,SCA,P6,AT,2019-01-01,48106
CLV05_MEUR,SCA,P6,AT,2018-10-01,46758.6
CLV05_MEUR,SCA,P6,AT,2018-07-01,45959.6
CLV05_MEUR,SCA,P6,AT,2018-04-01,46447.4
CLV05_MEUR,SCA,P6,AT,2018-01-01,45527.6
CLV05_MEUR,SCA,P6,AT,2017-10-01,45042.2
CLV05_MEUR,SCA,P6,AT,2017-07-01,44208
CLV05_MEUR,SCA,P6,AT,2017-04-01,43876
CLV05_MEUR,SCA,P6,AT,2017-01-01,43031.1
CLV05_MEUR,SCA,P6,AT,2016-10-01,41723.4
CLV05_MEUR,SCA,P6,AT,2016-07-01,42216.9
CLV05_MEUR,SCA,P6,AT,2016-04-01,41456.9
CLV05_MEUR,SCA,P6,AT,2016-01-01,41599.5
CLV05_MEUR,SCA,P6,AT,2015-10-01,40582.5
CLV05_MEUR,SCA,P6,AT,2015-07-01,40977.9
CLV05_MEUR,SCA,P6,AT,2015-04-01,40412
CLV05_MEUR,SCA,P6,AT,2015-01-01,40594.5
CLV05_MEUR,SCA,P6,AT,2014-10-01,40224.4
CLV05_MEUR,SCA,P6,AT,2014-07-01,39652.1
CLV05_MEUR,SCA,P6,AT,2014-04-01,39133.8
CLV05_MEUR,SCA,P6,AT,2014-01-01,38825.8
CLV05_MEUR,SCA,P6,AT,2013-10-01,38599.7
CLV05_MEUR,SCA,P6,AT,2013-07-01,38657.3
CLV05_MEUR,SCA,P6,AT,2013-04-01,38352.9
CLV05_MEUR,SCA,P6,AT,2013-01-01,37736.1
CLV05_MEUR,SCA,P6,AT,2012-10-01,38357.4
CLV05_MEUR,SCA,P6,AT,2012-07-01,38184.1
CLV05_MEUR,SCA,P6,AT,2012-04-01,38009.1
CLV05_MEUR,SCA,P6,AT,2012-01-01,37816.9
CLV05_MEUR,SCA,P6,AT,2011-10-01,38019.9
CLV05_MEUR,SCA,P6,AT,2011-07-01,37531.6
CLV05_MEUR,SCA,P6,AT,2011-04-01,37453.5
CLV05_MEUR,SCA,P6,AT,2011-01-01,37113.4
CLV05_MEUR,SCA,P6,AT,2010-10-01,36612.8
CLV05_MEUR,SCA,P6,AT,2010-07-01,36124.8
CLV05_MEUR,SCA,P6,AT,2010-04-01,34934.3
CLV05_MEUR,SCA,P6,AT,2010-01-01,33257.3
CLV05_MEUR,SCA,P6,AT,2009-10-01,32218.5
CLV05_MEUR,SCA,P6,AT,2009-07-01,31219
CLV05_MEUR,SCA,P6,AT,2009-04-01,30456.6
CLV05_MEUR,SCA,P6,AT,2009-01-01,31194.7
CLV05_MEUR,SCA,P6,AT,2008-10-01,34350.8
CLV05_MEUR,SCA,P6,AT,2008-07-01,36265.6
CLV05_MEUR,SCA,P6,AT,2008-04-01,37127.3
CLV05_MEUR,SCA,P6,AT,2008-01-01,37658
CLV05_MEUR,SCA,P6,AT,2007-10-01,36986.6
CLV05_MEUR,SCA,P6,AT,2007-07-01,35776.8
CLV05_MEUR,SCA,P6,AT,2007-04-01,35476.3
CLV05_MEUR,SCA,P6,AT,2007-01-01,35000.1
CLV05_MEUR,SCA,P6,AT,2006-10-01,34607.3
CLV05_MEUR,SCA,P6,AT,2006-07-01,33289.2
CLV05_MEUR,SCA,P6,AT,2006-04-01,33109.3
CLV05_MEUR,SCA,P6,AT,2006-01-01,32466.8
CLV05_MEUR,SCA,P6,AT,2005-10-01,32220.7
CLV05_MEUR,SCA,P6,AT,2005-07-01,31195
CLV05_MEUR,SCA,P6,AT,2005-04-01,30446.9
CLV05_MEUR,SCA,P6,AT,2005-01-01,29622.4
CLV05_MEUR,SCA,P6,AT,2004-10-01,29135.7
CLV05_MEUR,SCA,P6,AT,2004-07-01,29279.6
CLV05_MEUR,SCA,P6,AT,2004-04-01,28822.7
CLV05_MEUR,SCA,P6,AT,2004-01-01,27818.5
CLV05_MEUR,SCA,P6,AT,2003-10-01,27329.9
CLV05_MEUR,SCA,P6,AT,2003-07-01,26840
CLV05_MEUR,SCA,P6,AT,2003-04-01,26132.3
CLV05_MEUR,SCA,P6,AT,2003-01-01,26343.6
CLV05_MEUR,SCA,P6,AT,2002-10-01,26404
CLV05_MEUR,SCA,P6,AT,2002-07-01,26544.7
CLV05_MEUR,SCA,P6,AT,2002-04-01,26490
CLV05_MEUR,SCA,P6,AT,2002-01-01,26501.2
CLV05_MEUR,SCA,P6,AT,2001-10-01,25519.6
CLV05_MEUR,SCA,P6,AT,2001-07-01,25487.1
CLV05_MEUR,SCA,P6,AT,2001-04-01,25457.1
CLV05_MEUR,SCA,P6,AT,2001-01-01,25385.8
CLV05_MEUR,SCA,P6,AT,2000-10-01,25376
CLV05_MEUR,SCA,P6,AT,2000-07-01,24425
CLV05_MEUR,SCA,P6,AT,2000-04-01,23753.1
CLV05_MEUR,SCA,P6,AT,2000-01-01,22907.3
CLV05_MEUR,SCA,P6,AT,1999-10-01,22134.9
CLV05_MEUR,SCA,P6,AT,1999-07-01,21292.3
CLV05_MEUR,SCA,P6,AT,1999-04-01,20629.8
CLV05_MEUR,SCA,P6,AT,1999-01-01,20286.3
CLV05_MEUR,SCA,P6,AT,1998-10-01,19898.8
CLV05_MEUR,SCA,P6,AT,1998-07-01,19961.7
CLV05_MEUR,SCA,P6,AT,1998-04-01,20044.2
CLV05_MEUR,SCA,P6,AT,1998-01-01,19627.6
CLV05_MEUR,SCA,P6,AT,1997-10-01,19339.8
CLV05_MEUR,SCA,P6,AT,1997-07-01,18632
CLV05_MEUR,SCA,P6,AT,1997-04-01,18218.1
CLV05_MEUR,SCA,P6,AT,1997-01-01,17479.4
CLV05_MEUR,SCA,P6,AT,1996-10-01,17169.1
CLV05_MEUR,SCA,P6,AT,1996-07-01,16427.2
CLV05_MEUR,SCA,P6,AT,1996-04-01,16280.2
CLV05_MEUR,SCA,P6,AT,1996-01-01,16100.5
CLV05_MEUR,SCA,P6,AT,1995-10-01,15735.5
CLV05_MEUR,SCA,P6,AT,1995-07-01,16075.8
CLV05_MEUR,SCA,P6,AT,1995-04-01,15787.2
CLV05_MEUR,SCA,P6,AT,1995-01-01,15891.6
